country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
US,United States,Florida,,,US-FL,,2021-01-27,-22,-15,-22,-39,-28,9
US,United States,Florida,,,US-FL,,2021-01-28,-22,-14,-27,-36,-28,9
US,United States,Florida,,,US-FL,,2021-01-29,-22,-14,-25,-37,-27,9
US,United States,Florida,,,US-FL,,2021-01-30,-20,-13,-17,-40,-15,4
US,United States,Florida,,,US-FL,,2021-01-31,-19,-13,-16,-37,-18,5
US,United States,Florida,,,US-FL,,2021-02-01,-22,-14,-40,-39,-29,9
US,United States,Florida,,,US-FL,,2021-02-02,-21,-12,-39,-39,-28,9
US,United States,Florida,,,US-FL,,2021-02-03,-20,-13,-29,-38,-27,9
US,United States,Florida,,,US-FL,,2021-02-04,-21,-13,-25,-36,-27,8
US,United States,Florida,,,US-FL,,2021-02-05,-20,-12,-21,-36,-26,8
US,United States,Florida,,,US-FL,,2021-02-06,-21,-12,-31,-40,-16,6
US,United States,Florida,,,US-FL,,2021-02-07,-23,-8,-35,-39,-18,5
US,United States,Florida,,,US-FL,,2021-02-08,-22,-16,-28,-35,-29,8
US,United States,Florida,,,US-FL,,2021-02-09,-20,-12,-23,-35,-27,8
