country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
US,United States,North Carolina,,,US-NC,,2020-03-09,8,7,65,4,0,-1
US,United States,North Carolina,,,US-NC,,2020-03-10,7,7,37,1,1,0
US,United States,North Carolina,,,US-NC,,2020-03-11,8,7,51,2,0,-1
US,United States,North Carolina,,,US-NC,,2020-03-12,9,18,44,-1,-2,0
US,United States,North Carolina,,,US-NC,,2020-03-13,5,24,37,-4,-3,0
US,United States,North Carolina,,,US-NC,,2020-03-14,-1,17,57,-4,0,1
US,United States,North Carolina,,,US-NC,,2020-03-15,-8,13,-3,-14,-9,3
US,United States,North Carolina,,,US-NC,,2020-03-16,-4,21,22,-15,-15,5
US,United States,North Carolina,,,US-NC,,2020-03-17,-13,19,14,-18,-20,9
US,United States,North Carolina,,,US-NC,,2020-03-18,-22,9,28,-23,-25,10
US,United States,North Carolina,,,US-NC,,2020-03-19,-23,10,42,-28,-27,11
US,United States,North Carolina,,,US-NC,,2020-03-20,-25,10,63,-29,-28,11
US,United States,North Carolina,,,US-NC,,2020-03-21,-32,2,45,-29,-19,8
US,United States,North Carolina,,,US-NC,,2020-03-22,-39,-10,-7,-42,-29,9
US,United States,North Carolina,,,US-NC,,2020-03-23,-32,-5,-17,-41,-33,14
US,United States,North Carolina,,,US-NC,,2020-03-24,-31,-4,-8,-38,-34,15
US,United States,North Carolina,,,US-NC,,2020-03-25,-28,-1,5,-39,-36,15
US,United States,North Carolina,,,US-NC,,2020-03-26,-35,-7,11,-43,-38,16
US,United States,North Carolina,,,US-NC,,2020-03-27,-35,-6,38,-45,-39,16
US,United States,North Carolina,,,US-NC,,2020-03-28,-40,-10,38,-44,-29,10
US,United States,North Carolina,,,US-NC,,2020-03-29,-40,-15,13,-51,-35,10
US,United States,North Carolina,,,US-NC,,2020-03-30,-34,-10,23,-45,-41,15
US,United States,North Carolina,,,US-NC,,2020-03-31,-40,-17,-18,-46,-44,19
US,United States,North Carolina,,,US-NC,,2020-04-01,-38,-13,-14,-45,-45,18
US,United States,North Carolina,,,US-NC,,2020-04-02,-37,-11,7,-47,-45,18
US,United States,North Carolina,,,US-NC,,2020-04-03,-34,-5,26,-46,-44,17
US,United States,North Carolina,,,US-NC,,2020-04-04,-41,-11,21,-48,-32,12
US,United States,North Carolina,,,US-NC,,2020-04-05,-43,-14,5,-55,-38,11
US,United States,North Carolina,,,US-NC,,2020-04-06,-36,-10,22,-46,-44,16
US,United States,North Carolina,,,US-NC,,2020-04-07,-36,-9,24,-44,-45,18
US,United States,North Carolina,,,US-NC,,2020-04-08,-36,-10,15,-44,-46,17
US,United States,North Carolina,,,US-NC,,2020-04-09,-35,-5,11,-47,-47,18
US,United States,North Carolina,,,US-NC,,2020-04-10,-36,-6,12,-52,-57,21
US,United States,North Carolina,,,US-NC,,2020-04-11,-40,-5,20,-49,-35,11
US,United States,North Carolina,,,US-NC,,2020-04-12,-61,-32,-35,-61,-44,12
US,United States,North Carolina,,,US-NC,,2020-04-13,-39,-17,1,-51,-49,18
US,United States,North Carolina,,,US-NC,,2020-04-14,-33,-10,31,-42,-44,17
US,United States,North Carolina,,,US-NC,,2020-04-15,-28,-7,-6,-44,-45,17
US,United States,North Carolina,,,US-NC,,2020-04-16,-29,-6,12,-45,-44,17
US,United States,North Carolina,,,US-NC,,2020-04-17,-31,-8,32,-45,-43,17
US,United States,North Carolina,,,US-NC,,2020-04-18,-36,-10,10,-45,-30,11
US,United States,North Carolina,,,US-NC,,2020-04-19,-38,-15,-10,-54,-36,10
US,United States,North Carolina,,,US-NC,,2020-04-20,-34,-14,-11,-50,-44,18
US,United States,North Carolina,,,US-NC,,2020-04-21,-29,-7,29,-41,-43,16
US,United States,North Carolina,,,US-NC,,2020-04-22,-29,-8,22,-42,-44,16
US,United States,North Carolina,,,US-NC,,2020-04-23,-36,-12,-30,-50,-45,20
US,United States,North Carolina,,,US-NC,,2020-04-24,-31,-8,33,-44,-43,17
US,United States,North Carolina,,,US-NC,,2020-04-25,-37,-10,3,-46,-30,11
US,United States,North Carolina,,,US-NC,,2020-04-26,-35,-11,10,-50,-35,9
US,United States,North Carolina,,,US-NC,,2020-04-27,-25,-6,28,-42,-41,15
US,United States,North Carolina,,,US-NC,,2020-04-28,-24,-3,38,-38,-42,10
US,United States,North Carolina,,,US-NC,,2020-04-29,-25,-4,12,-40,-43,16
US,United States,North Carolina,,,US-NC,,2020-04-30,-29,-7,-17,-45,-44,18
US,United States,North Carolina,,,US-NC,,2020-05-01,-23,0,31,-39,-41,15
US,United States,North Carolina,,,US-NC,,2020-05-02,-27,-1,57,-35,-26,8
US,United States,North Carolina,,,US-NC,,2020-05-03,-27,-3,39,-42,-30,7
US,United States,North Carolina,,,US-NC,,2020-05-04,-20,-1,44,-37,-40,13
US,United States,North Carolina,,,US-NC,,2020-05-05,-22,1,10,-37,-40,15
US,United States,North Carolina,,,US-NC,,2020-05-06,-24,-2,11,-36,-41,15
US,United States,North Carolina,,,US-NC,,2020-05-07,-22,2,29,-37,-40,15
US,United States,North Carolina,,,US-NC,,2020-05-08,-25,-1,14,-38,-40,15
US,United States,North Carolina,,,US-NC,,2020-05-09,-22,11,40,-30,-24,7
US,United States,North Carolina,,,US-NC,,2020-05-10,-23,5,34,-37,-26,5
US,United States,North Carolina,,,US-NC,,2020-05-11,-21,-2,39,-34,-37,12
US,United States,North Carolina,,,US-NC,,2020-05-12,-20,1,42,-31,-38,14
US,United States,North Carolina,,,US-NC,,2020-05-13,-22,-2,25,-34,-38,14
US,United States,North Carolina,,,US-NC,,2020-05-14,-22,0,42,-34,-38,14
US,United States,North Carolina,,,US-NC,,2020-05-15,-22,0,72,-32,-38,12
US,United States,North Carolina,,,US-NC,,2020-05-16,-25,1,90,-26,-23,6
US,United States,North Carolina,,,US-NC,,2020-05-17,-24,-2,52,-34,-25,6
US,United States,North Carolina,,,US-NC,,2020-05-18,-21,-3,17,-35,-37,13
US,United States,North Carolina,,,US-NC,,2020-05-19,-25,-6,-19,-38,-38,16
US,United States,North Carolina,,,US-NC,,2020-05-20,-27,-8,-25,-38,-39,16
US,United States,North Carolina,,,US-NC,,2020-05-21,-25,-3,-16,-36,-39,17
US,United States,North Carolina,,,US-NC,,2020-05-22,-19,2,50,-28,-37,13
US,United States,North Carolina,,,US-NC,,2020-05-23,-19,3,88,-19,-18,5
US,United States,North Carolina,,,US-NC,,2020-05-24,-19,-1,65,-32,-24,5
US,United States,North Carolina,,,US-NC,,2020-05-25,-19,-2,92,-39,-68,18
US,United States,North Carolina,,,US-NC,,2020-05-26,-13,1,50,-24,-34,11
US,United States,North Carolina,,,US-NC,,2020-05-27,-20,-6,-2,-32,-35,14
US,United States,North Carolina,,,US-NC,,2020-05-28,-15,0,21,-30,-34,13
US,United States,North Carolina,,,US-NC,,2020-05-29,-18,-3,26,-30,-33,13
US,United States,North Carolina,,,US-NC,,2020-05-30,-16,2,72,-18,-10,5
US,United States,North Carolina,,,US-NC,,2020-05-31,-15,1,75,-25,-15,4
US,United States,North Carolina,,,US-NC,,2020-06-01,-8,5,79,-24,-31,9
US,United States,North Carolina,,,US-NC,,2020-06-02,-9,5,79,-22,-32,10
US,United States,North Carolina,,,US-NC,,2020-06-03,-8,6,57,-23,-33,10
US,United States,North Carolina,,,US-NC,,2020-06-04,-10,5,52,-24,-33,11
US,United States,North Carolina,,,US-NC,,2020-06-05,-12,3,65,-25,-32,10
US,United States,North Carolina,,,US-NC,,2020-06-06,-15,4,95,-19,-12,3
US,United States,North Carolina,,,US-NC,,2020-06-07,-13,2,70,-24,-17,3
US,United States,North Carolina,,,US-NC,,2020-06-08,-9,3,71,-25,-32,9
US,United States,North Carolina,,,US-NC,,2020-06-09,-9,4,69,-24,-32,10
US,United States,North Carolina,,,US-NC,,2020-06-10,-10,2,43,-25,-33,10
US,United States,North Carolina,,,US-NC,,2020-06-11,-11,2,46,-27,-33,11
US,United States,North Carolina,,,US-NC,,2020-06-12,-11,3,84,-23,-32,9
US,United States,North Carolina,,,US-NC,,2020-06-13,-13,4,112,-13,-9,2
US,United States,North Carolina,,,US-NC,,2020-06-14,-12,1,62,-23,-15,3
US,United States,North Carolina,,,US-NC,,2020-06-15,-13,-1,24,-29,-34,11
US,United States,North Carolina,,,US-NC,,2020-06-16,-16,-3,5,-31,-34,13
US,United States,North Carolina,,,US-NC,,2020-06-17,-11,2,40,-26,-34,11
US,United States,North Carolina,,,US-NC,,2020-06-18,-11,3,55,-25,-33,10
US,United States,North Carolina,,,US-NC,,2020-06-19,-12,3,75,-23,-33,8
US,United States,North Carolina,,,US-NC,,2020-06-20,-13,8,95,-16,-10,2
US,United States,North Carolina,,,US-NC,,2020-06-21,-12,6,74,-22,-14,1
US,United States,North Carolina,,,US-NC,,2020-06-22,-10,1,79,-23,-35,9
US,United States,North Carolina,,,US-NC,,2020-06-23,-9,3,77,-21,-34,10
US,United States,North Carolina,,,US-NC,,2020-06-24,-9,2,70,-22,-33,9
US,United States,North Carolina,,,US-NC,,2020-06-25,-10,3,60,-24,-33,10
US,United States,North Carolina,,,US-NC,,2020-06-26,-12,3,98,-21,-33,8
US,United States,North Carolina,,,US-NC,,2020-06-27,-16,2,110,-13,-11,2
US,United States,North Carolina,,,US-NC,,2020-06-28,-15,-2,56,-23,-14,3
